Trophy,Nombre,Añada,Productor,Paísdecultivo,Regióndecultivo,Categoría,Gusto,Vinificación,Tipodevino,Tipodeuva,Volumendealcohol,Acidez,Azúcarresidual,Azufre,Precioindicativo,Medalla
Asia Wine Trophy 2018,CT cortijo trifillas red wine crianza coupage black edition,2014,"Terramagna Agroalimentaria, S.L.U.",España,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Syrah, Malbec, Cabernet Franc, Tempranillo","13,63",6,"2,9",126,"6,55",Silver
Asia Wine Trophy 2018,Assemblage Eitan,2013,Barkan Wine Cellars ltd.,Israel,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Shiraz, Cabernet Sauvignon, Merlot","14,11","5,5","0,8",23,"11,5",Gold
Asia Wine Trophy 2018,Vigna Savuco - DOP Terre di Cosenza - Colline del Crati Magliocco Riserva,2014,azienda Serracavallo,Italia,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Magliocco,"14,5",5,"0,7",0,35,Gold
Asia Wine Trophy 2018,Viña Albali Gran Reserva Selección Privada,2012,Felix Solis (Valdepeñas),España,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Tempranillo,"12,97","5,7","0,7",44,6,Gold
Asia Wine Trophy 2018,Casa Capriolo,2016,Cerester,Italia,,Vino tranquilo,semi dulce,tanque de acero,tinto,"Cabernet Sauvignon, Sangiovese, Merlot",14,"5,2",13,170,"2,8",Gold
Asia Wine Trophy 2018,Viña Albali Reserva Cabernet Sauvignon,2014,Felix Solis (Valdepeñas),España,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Cabernet Sauvignon, Tempranillo",13,"4,9",4,150,5,Gold
Asia Wine Trophy 2018,Altos de Tamarón Roble,2017,Pagos del Rey (Ribera del Duero),España,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Tempranillo,"13,5","4,8","2,5",120,"5,4",Gold
Asia Wine Trophy 2018,Spätburgunder trocken,2015,Cisterzienser Weingut,Alemania,,Vino tranquilo,Seco,tanque de acero,tinto,Spätburgunder,"13,5","4,7","6,3",97,"6,5",Gold
Asia Wine Trophy 2018,Castillo de Albai Gran Reserva,2012,FÉLIX SOLÍS AVANTIS S.A.,España,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Tempranillo,"13,77","5,2","0,9",81,12,Gold
Asia Wine Trophy 2018,Valoroso Cabernet Sauvignon,2016,"Casa Ermelinda Freitas-Vinhos, Lda",Portugal,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Cabernet Sauvignon,14,"4,77","1,5",72,"12,99",Gold
Asia Wine Trophy 2018,Kingston Echelon Collection Petit Verdot,2016,Kingston Estate Wines,Australia,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Petit Verdot,14,"6,1","0,6",82,19,Silver
Asia Wine Trophy 2018,Entre Nós,2015,Casa Santos Lima,Portugal,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Sauvignon, Touriga Nacional, Touriga Franca",14,"5,7","2,9",82,6,Silver
Asia Wine Trophy 2018,Arnegui Gran Reserva,2012,FÉLIX SOLÍS AVANTIS S.A.,España,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Tempranillo,"13,5","3,35",3,150,"16,5",Gold
Asia Wine Trophy 2018,XYNOMAVRO DRY WINE,2016,Oenops Wines PC,Grecia,,Vino tranquilo,Seco,tanque de acero,tinto,Xynomavro,"12,8","5,5","2,2",124,"14,5",Silver
Asia Wine Trophy 2018,Red Blend Portugal,2016,Casa Santos Lima,Portugal,,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Tinta Roriz, Camarate, Castelão, Touriga Nacional","14,26","5,7","1,8",71,2,Gold
Asia Wine Trophy 2018,"Porrais, Red",2015,Sociedade Agricola Quinta de Porrais,Portugal,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Tinta Barocca, Souzao, Touriga Franca, Touriga Nacional","13,98","4,4",2,81,5,Gold
Asia Wine Trophy 2018,EMPORIUM Rosso Passito Salento IGP,2016,Enoitalia,Italia,,Vino tranquilo,Semi seco,tanque de acero,tinto,"Primitivo, Negroamaro","14,24","6,3",13,86,13,Gold
Asia Wine Trophy 2018,ARISTOCRATICO Rosso Passito Salento IGP,2016,Enoitalia,Italia,,Vino tranquilo,Seco,tanque de acero,tinto,"Primitivo, Negroamaro","14,23","6,2","12,9",88,"7,9",Gold
Asia Wine Trophy 2018,Gran Bajoz,2014,Pagos del Rey (Toro),España,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Tempranillo,"14,5","4,9",4,150,12,Silver
Asia Wine Trophy 2018,PORTENTO CRIANZA,2013,Bodegas Romero de ÁVila S.L,España,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Tempranillo, Cabernet Sauvignon","14,5","5,1","2,6",92,6,Gold
Asia Wine Trophy 2018,Sixth Generation  Special Occasion  Party Time,2014,1848 winery,Israel,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Argaman, Sirah","14,36","6,38","3,6",16,25,Gold
Asia Wine Trophy 2018,Arnegui Reserva,2014,FÉLIX SOLÍS AVANTIS S.A.,España,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Tempranillo,"13,5","5,1",4,150,"12,5",Silver
Asia Wine Trophy 2018,"Valoroso - Cabernet Sauvignon, Touriga Nacional, Syrah",2016,"Casa Ermelinda Freitas-Vinhos, Lda",Portugal,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Syrah, Cabernet Sauvignon, Touriga Nacional","14,5","4,8","1,9",65,"12,99",Gold
Asia Wine Trophy 2018,Arc de Triomphe Vin de France Rouge,2017,Les Producteurs Reunis,Francia,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Grenache, Carignan","13,27","3,31","6,5",85,"7,95",Gold
Asia Wine Trophy 2018,Arnegui Crianza,2015,FÉLIX SOLÍS AVANTIS S.A.,España,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Tempranillo,"13,5",5,4,150,"7,9",Silver
Asia Wine Trophy 2018,ARISTOCRATICO Amarone della Valpolicella DOCG,2014,Enoitalia,Italia,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Rondinella, Corvina Veronese, Corvinone","15,01",6,6,165,"19,9",Gold
Asia Wine Trophy 2018,Algazarra Signature Reserva,2016,Casa Santos Lima,Portugal,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Sauvignon, Syrah, Touriga Nacional, Castelão",14,"5,6","9,92",0,6,Gold
Asia Wine Trophy 2018,Condado de Oriza Roble,2017,Pagos del Rey (Ribera del Duero),España,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Tempranillo,"13,5","4,9",4,120,"7,5",Gold
Asia Wine Trophy 2018,Dominio de Fontana Roble,2016,"Peninsula Vinicultores, S.L.",España,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Tempranillo, Syrah","14,5","5,4","2,4",46,"7,99",Silver
Asia Wine Trophy 2018,"Bons-Ventos, Red",2016,Casa Santos Lima,Portugal,,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Touriga Nacional, Tinta Miuda, Camarate, Castelão","14,09","5,4","4,1",47,"2,5",Gold
Asia Wine Trophy 2018,Special Reserve Petit Verdot,2013,Barkan Wine Cellars ltd.,Israel,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Petit Verdot, Cabernet Sauvignon","12,84","6,1","0,2",22,15,Gold
Asia Wine Trophy 2018,Confidencial Reserva,2015,Casa Santos Lima,Portugal,,Vino tranquilo,Semi seco,maduración en barrica - 100%,tinto,Otros varietales,"13,64","5,1",8,60,"3,5",Gold
Asia Wine Trophy 2018,Special Reserve Cabernet Sauvignon,2014,Barkan Wine Cellars ltd.,Israel,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Sauvignon, Petit Verdot",14,"5,77","2,33","90,6",15,Gold
Asia Wine Trophy 2018,Quid Pro Quo Reserva,2015,Casa Santos Lima,Portugal,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Touriga Nacional, Petit Verdot",14,"5,7","1,3",99,8,Gold
Asia Wine Trophy 2018,"Grimont ""Masterpiece Collection"" Shiraz & Viognier",2016,Pieroth Deutschland GmbH,Sudáfrica,,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Shiraz, Viognier","13,85","5,3","0,3",89,"12,9",Silver
Asia Wine Trophy 2018,"Canoa, Red",2016,Sociedade Agrícola Quinta do Conde,Portugal,,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Camarate, Touriga Nacional, Tinta Miuda, Castelão","12,95","5,3","7,8",99,4,Gold
Asia Wine Trophy 2018,"Arquipélago, Red",2016,Sociedade Agrícola Quinta do Conde,Portugal,,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Syrah, Alicante Bouschet, Castelão, Touriga Nacional","13,26",5,"7,2",59,"3,5",Gold
Asia Wine Trophy 2018,"Galodoro, Red",2016,Sociedade Agrícola Quinta do Conde,Portugal,,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Cabernet Sauvignon, Tinta Roriz, Castelão, Touriga Nacional","14,26","5,4","4,2",62,3,Gold
Asia Wine Trophy 2018,Terraccia DOP Terre di Cosenza Colline del Crati Riserva,2015,azienda Serracavallo,Italia,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Magliocco, Cabernet Sauvignon","14,5","5,44","0,6",0,8,Gold
Asia Wine Trophy 2018,Villa Cavallo,2006,Cerester,Italia,,Vino tranquilo,semi dulce,tanque de acero,tinto,"Sangiovese, Merlot","13,19","5,7","4,8",115,"2,8",Gold
Asia Wine Trophy 2018,Valoroso Reserva,2015,"Casa Ermelinda Freitas-Vinhos, Lda",Portugal,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Syrah, Cabernet Sauvignon, Touriga Nacional","14,5","5,14","5,8",48,"13,99",Gold
Asia Wine Trophy 2018,Castelgufo Chianti Riserva,2014,Cerester,Italia,,Vino tranquilo,Seco,tanque de acero,tinto,"Colorino, Merlot, Malvasia, Sangiovese, Cabernet Sauvignon",13,"5,2","1,9",140,"3,2",Gold
Asia Wine Trophy 2018,"Culpado, Red",2017,Casa Santos Lima,Portugal,,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Syrah, Castelão, Trincadeira, Touriga Nacional","14,28","5,3","2,4",82,2,Gold
Asia Wine Trophy 2018,"Alteza, Red",2016,Casa Santos Lima,Portugal,,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Alfrocheiro, Castelão, Touriga Franca","13,11","5,2",8,96,"2,5",Gold
Asia Wine Trophy 2018,Esquador Crianza,2015,FÉLIX SOLÍS AVANTIS S.A.,España,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Tempranillo,"13,55","5,4","0,9",90,"8,5",Gold
Asia Wine Trophy 2018,Castillo de Albai Crianza,2015,FÉLIX SOLÍS AVANTIS S.A.,España,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Tempranillo,"13,5",5,4,150,5,Gold
Asia Wine Trophy 2018,Rosso Passito Salento IGP,2016,Enoitalia,Italia,,Vino tranquilo,Seco,tanque de acero,tinto,"Negroamaro, Primitivo","14,4","6,25","12,5",155,"7,9",Gold
Asia Wine Trophy 2018,"OMG, Red",2015,Casa Santos Lima,Portugal,,Vino tranquilo,Semi seco,maduración en barrica - parcialmente,tinto,"Alfrocheiro, Tinta Roriz, Touriga Franca, Castelão",14,"5,7","9,8",92,"3,5",Gold
Asia Wine Trophy 2018,Viña Albali Crianza,2015,Felix Solis (Valdepeñas),España,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Tempranillo,13,"4,6",3,150,3,Gold
Asia Wine Trophy 2018,Altitude 624,2013,Barkan Wine Cellars ltd.,Israel,Upper Galilee,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Cabernet Sauvignon,"14,1","6,31","1,86",43,23,Gold
Asia Wine Trophy 2018,Le XV du President,2016,Les Vignerons de Maury,Francia,Languedoc-Roussillon,Vino tranquilo,Seco,tanque de acero,tinto,Grenache,"14,5","2,77","1,5",73,6,Gold
Asia Wine Trophy 2018,"""Hommage à George"" Pinot Noir",2015,Weingut Georg Müller Stiftung,Alemania,Rheingau,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Spätburgunder,"13,5","6,3","2,3",123,78,Silver
Asia Wine Trophy 2018,LA BETTE BY JEFF CARREL,2016,SAS Jeff Carrel,Francia,Roussillon,Vino tranquilo,Seco,tanque de acero,tinto,"Grenache, Syrah, Carignan","13,67","4,6",0,77,9,Gold
Asia Wine Trophy 2018,Vino Nobile di Montepulciano DOCG,2014,Barbanera Srl,Italia,Toscana,Vino tranquilo,Seco,maduración en barrica de madera,tinto,no especificado,"13,4","5,7","1,14",120,"5,99",Gold
Asia Wine Trophy 2018,Sontuoso Toscana Sangiovese,2016,Reichsgraf von Ingelheim Weinkellerei GmbH,Italia,Toscana,Vino tranquilo,Semi seco,maduración en barrica de madera,tinto,Sangiovese,"13,96","5,9","9,3",71,"17,9",Gold
Asia Wine Trophy 2018,>Feuerwand< Lemberger,2016,Weingut Kuhnle,Alemania,Württemberg,Vino tranquilo,Seco,tanque de acero,tinto,Lemberger,"13,3","4,5","4,5",94,"6,9",Gold
Asia Wine Trophy 2018,Lemberger Württemberger QbA trocken,2016,Felsenkeller Besigheim GmbH,Alemania,Württemberg,Vino tranquilo,Seco,tanque de acero,tinto,Lemberger,"13,1","4,6","5,9",86,"3,99",Gold
Asia Wine Trophy 2018,TRIEBWERK Lemberger QbA trocken,2014,Genossenschaftskellerei Heilbronn Erlenbach Weinsberg eG,Alemania,Württemberg,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Lemberger,"13,44","4,5","1,6",142,"29,95",Gold
Asia Wine Trophy 2018,"Feudo Croce - Primitivo di Manduria DOP ""Imperio""",2017,Tinazzi,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Primitivo,"14,55",6,"6,7",95,16,Gold
Asia Wine Trophy 2018,SQUINZANO ROSSO DOP RISERVA,2014,Enoitalia,Italia,Apulien,Vino tranquilo,Seco,tanque de acero,tinto,"Negroamaro, Otros varietales",13,"6,2","2,5",88,"4,99",Gold
Asia Wine Trophy 2018,"Cantine San Giorgio - Primitivo di Manduria DOP ""Diodoro""",2017,Tinazzi,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Primitivo,"14,5","5,8","5,9",88,15,Gold
Asia Wine Trophy 2018,Negroamaro IGP Puglia,2016,Mack & Schühle Italia S.P.A.,Italia,Apulien,Vino tranquilo,Semi seco,tanque de acero,tinto,Negroamaro,"14,5","5,9",10,150,"4,99",Gold
Asia Wine Trophy 2018,Carlomagno Primitivo Puglia IGT/IGP ottenuto da uva con leggero Appassimento,2016,The Wine People,Italia,Apulien,Vino tranquilo,Seco,tanque de acero,tinto,Primitivo,14,"5,9","10,5",119,"5,99",Gold
Asia Wine Trophy 2018,Ca'de Rocchi - Corvina della Provincia di Verona IGP Corvé,2016,Tinazzi,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Corvina Veronese,14,"5,75","4,5",138,"8,5",Silver
Asia Wine Trophy 2018,Biscardo Ripasso Valpolicella DOC Classico Superiore,2015,Mabis,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Corvinone, Corvina Veronese, Rondinella",14,"5,17","8,04",140,18,Silver
Asia Wine Trophy 2018,Zogo Syrah Paladin,2016,Paladin - Bosco del Merlo,Italia,Veneto,Vino tranquilo,semi dulce,tanque de acero,tinto,Syrah,"13,91","5,8","18,3",97,"8,9",Gold
Asia Wine Trophy 2018,Biscardo Amarone Valpolicella DOCG Classico Riserva,2011,Mabis,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Rondinella, Corvina, Molinara",15,"5,81","7,26",150,30,Gold
Asia Wine Trophy 2018,Castelforte Corvina,2015,Cantine Riondo,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Corvina Veronese, no especificado","13,5","5,6",8,120,"5,99",Gold
Asia Wine Trophy 2018,Biscardo Mavum Corvina - Cabernet Sauvignon IGT Veneto,2016,Mabis,Italia,Veneto,Vino tranquilo,Seco,tanque de acero,tinto,"Corvina, Cabernet Sauvignon","13,54","5,4","7,1",64,14,Gold
Asia Wine Trophy 2018,Merlot Varietale Vaio dei Colori  - biologico,2016,Cantine Vitevis,Italia,Veneto,Vino tranquilo,Seco,tanque de acero,tinto,Merlot,"14,6","5,2","7,1",82,"9,5",Gold
Asia Wine Trophy 2018,Campopian Valpolicella DOP Reguso,2015,Tinazzi,Italia,Veneto,Vino tranquilo,Seco,tanque de acero,tinto,"Corvinone, Corvina, Rondinella",14,"5,4","1,7",125,32,Gold
Asia Wine Trophy 2018,Biscardo Vintage Amarone Valpolicella DOCG Classico,2015,Mabis,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Molinara, Corvina, Rondinella","15,5","5,3",7,143,28,Gold
Asia Wine Trophy 2018,Romantic Nights Legend,2015,"Weiyang Wine Company Co.,LTD",China,Penglai,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Petit Verdot, Shiraz, Cabernet Sauvignon",14,"6,5","4,9",0,16,Silver
Asia Wine Trophy 2018,MOSELHERZ Rotwein feinherb,2016,Reis- feine Weine !,Alemania,Mosel,Vino tranquilo,Semi seco,tanque de acero,tinto,"Dornfelder, Spätburgunder",12,"6,4","22,7",117,"7,8",Silver
Asia Wine Trophy 2018,Barbaresco Riserva DOCG Terra dei Celti,2013,Azienda Agricola Roberto Sarotto,Italia,Piemont,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Nebbiolo,14,5,"2,8",110,9,Gold
Asia Wine Trophy 2018,Barbaresco Riserva DOCG,2013,Azienda Agricola Roberto Sarotto,Italia,Piemont,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Nebbiolo,14,5,"2,8",110,9,Gold
Asia Wine Trophy 2018,Barbera d'Asti Superiore DOCG,2017,Azienda Agricola Roberto Sarotto,Italia,Piemont,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Barbera,"14,5","5,15",3,130,7,Gold
Asia Wine Trophy 2018,Barbaresco Riserva DOCG,2014,Azienda Agricola Roberto Sarotto,Italia,Piemont,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Nebbiolo,"14,82","5,4","2,8",29,9,Gold
Asia Wine Trophy 2018,SEI VIGNE INSYNTHESIS,2011,Vinchio - Vaglio Serra SCA,Italia,Piemont,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Barbera,"15,5","5,54","2,3",108,"35,9",Gold
Asia Wine Trophy 2018,Barolo DOCG Terra dei Celti,2014,Azienda Agricola Roberto Sarotto,Italia,Piemont,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Nebbiolo,"14,5",5,"2,8",110,14,Gold
Asia Wine Trophy 2018,BAROLO DOCG 2014,2014,Fratelli Martini Secondo Luigi,Italia,Piemont,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Nebbiolo,14,"5,7","1,4",110,"9,99",Gold
Asia Wine Trophy 2018,Barolo DOCG,2014,Azienda Agricola Roberto Sarotto,Italia,Piemont,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Nebbiolo,"14,5",5,"2,8",110,14,Gold
Asia Wine Trophy 2018,Barolo DOCG Costallina,2014,Azienda Agricola Roberto Sarotto,Italia,Piemont,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Nebbiolo,"14,5","5,1","2,8",130,14,Gold
Asia Wine Trophy 2018,Barbaresco Riserva DOCG,2004,Azienda Agricola Roberto Sarotto,Italia,Piemont,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Nebbiolo,"14,5","4,9",3,110,15,Gold
Asia Wine Trophy 2018,ALTOS R PIGEAGE GRACIANO,2014,Altos de Rioja Viticultores y Bodegueros,España,La Rioja,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Graciano,14,"6,6","1,4",80,"33,9",Gold
Asia Wine Trophy 2018,ALTOS R PIGEAGE,2015,Altos de Rioja Viticultores y Bodegueros,España,La Rioja,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Tempranillo, Graciano","14,5","5,2","2,1",100,"33,9",Gold
Asia Wine Trophy 2018,St. Laurent,2014,Weinhaus Schüller,Austria,Neusiedlersee-Hügelland,Vino tranquilo,Seco,maduración en barrica de madera,tinto,St. Laurent,"12,9","5,2","1,1",81,8,Gold
Asia Wine Trophy 2018,Peter & Peter 2016 Pfalz Pinot Noir Qualitätswein trocken,2016,Zimmermann-Graeff & Müller GmbH,Alemania,Pfalz,Vino tranquilo,Seco,tanque de acero,tinto,Pinot Noir,"11,91","4,8","6,3",83,"4,99",Silver
Asia Wine Trophy 2018,Peter & Peter 2016 Pfalz Pinot Noir trocken,2016,Zimmermann-Graeff & Müller GmbH,Alemania,Pfalz,Vino tranquilo,Seco,tanque de acero,tinto,Pinot Noir,"12,4","5,2",7,135,"4,99",Silver
Asia Wine Trophy 2018,2015 Spätburgunder >>QX<<,2015,Weingut Christian Bamberger Steinhardter Hof,Alemania,Nahe,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Spätburgunder,"13,5","5,1","0,2",115,35,Gold
Asia Wine Trophy 2018,2016 Spätburgunder Rubinum trocken,2016,Weingut Christian Bamberger Steinhardter Hof,Alemania,Nahe,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Spätburgunder,13,"5,3","0,3",110,"12,5",Gold
Asia Wine Trophy 2018,Tinazzi Opera N°3 Vinum Italicum,sin añada,Tinazzi,Italia,"Veneto, Puglia, Sicilia",Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Nero d´Avola, Corvina, Primitivo",15,"6,1","3,5",122,"33,5",Gold
Asia Wine Trophy 2018,Balboa Family Merlot Dry Red Wine,2015,"Xinjiang Zhangyu Babaonanjue Winery Company CO.,LTD",China,Xinjiang Shihezi,Vino tranquilo,Seco,tanque de acero,tinto,Merlot,"13,5","6,4","5,1",0,15,Gold
Asia Wine Trophy 2018,Chateau Changyu Baron Dry Red Wine,2015,"Xinjiang Zhangyu Babaonanjue Winery Company CO.,LTD",China,Xinjiang Shihezi,Vino tranquilo,Seco,tanque de acero,tinto,"Merlot, Cabernet Sauvignon","13,5","6,6","5,5",0,20,Gold
Asia Wine Trophy 2018,Conti Sani - Rosso Toscano IGT Governo all'uso Toscano,2016,Le Chiantigiane Società Coop Agricola r.l.,Italia,Tuscany,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Sangiovese,"13,5","5,68","8,5",95,12,Gold
Asia Wine Trophy 2018,Loggia dei Sani - Rosso Toscano IGT Governo all'uso Toscano,2016,Le Chiantigiane Società Coop Agricola r.l.,Italia,Tuscany,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Sangiovese,"13,5","5,68","8,5",95,12,Silver
Asia Wine Trophy 2018,MARZEMINO TRENTINO DOP,2016,Enoitalia,Italia,Trentino,Vino tranquilo,Seco,tanque de acero,tinto,Marzemino,"12,5","6,3","1,6",42,"3,99",Gold
Asia Wine Trophy 2018,Cabeca Toiro Dop Tejo Reserva Tinto,2014,ENOPORT PRODUÇÃO DE BEBIDAS SA,Portugal,Tejo,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Castelão, Touriga Nacional","13,52","5,2","3,8",145,6,Gold
Asia Wine Trophy 2018,Pasarela,2015,Reserva de la Tierra - World Wide Wines,España,Cataluña,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Merlot, Syrah",14,"5,1","4,64",106,"12,99",Gold
Asia Wine Trophy 2018,Rabisco DOC DoTejo Reserva Tinto,2015,ENOPORT PRODUÇÃO DE BEBIDAS SA,Portugal,DOP Tejo,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Cabernet Sauvignon, Touriga Nacional","13,68","5,5","2,2",97,"6,9",Gold
Asia Wine Trophy 2018,MontGas Quatro Tinto,2017,MontGras,Chile,Colchagua,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Malbec, Carmenère, Cabernet Sauvignon, Syrah",14,"4,97","4,28",78,"4,16",Gold
